Sender Reputation,Email Subject,Email Body,Attachment Type,Links in Email,Email Header Info,Time of Arrival,Email Recipients,Spam/Phishing Indicators,Metadata Creation Date,Metadata Modification Date,Email Length,Number of Attachments,Time Since Last Email,Frequency of Email,Subjectivity Score,Number of Recipients,Time of Day,Label
0.1904430562696814,newsletter,attached file,.jpg,1,0.7590391997881825,0.6384404882565751,2,0,2023-10-17 12:11:47.009957,2024-01-31 12:11:47.009957,183,0,16,9,0.8614183220139175,8,afternoon,0
0.21344825531992406,important notice,account locked,.exe,1,0.6451182759293352,0.6390872083996325,1,0,2023-08-26 19:57:41.172179,2023-11-23 19:57:41.172179,573,2,4,6,0.42354902991208576,9,evening,1
0.7685112858995263,attached file,confirmation,.jpg,1,0.6198941278048977,0.8160466031372625,9,0,2024-02-20 01:58:05.775010,2025-01-20 01:58:05.775010,542,1,15,7,0.9521602066075817,5,evening,0
0.17739792540699628,account update,meeting,.txt,1,0.7820724897400237,0.07623300968996416,2,0,2024-02-24 16:23:02.356464,2024-03-18 16:23:02.356464,437,1,22,4,0.041740086823432,2,evening,0
0.5729140207684026,confirmation,feedback requested,.txt,0,0.12978039428566224,0.1517842946108715,3,0,2024-01-16 16:32:58.662319,2024-11-11 16:32:58.662319,167,2,18,9,0.28113984076685794,8,morning,0
0.8449620139920632,action required,suspicious activity detected,.exe,0,0.9038881437365852,0.9850197585346963,2,0,2023-12-22 13:34:01.618139,2024-06-06 13:34:01.618139,816,3,18,1,0.5657374069941027,4,morning,1
0.1264232207578737,payment verification required,confirm your identity,.zip,0,0.9412119387128355,0.28199063296895743,3,0,2024-03-09 01:04:52.387437,2024-12-20 01:04:52.387437,555,1,1,7,0.25223637566672596,2,evening,1
0.9011476106897518,welcome,details attached,.txt,0,0.7150951950178588,0.5267842134175187,7,0,2024-01-01 01:41:56.820350,2024-08-31 01:41:56.820350,354,4,10,2,0.8389993611617195,1,afternoon,0
0.9902663139664452,feedback requested,account update,.doc,0,0.9475955465060173,0.6245253792115805,4,0,2023-12-21 10:29:26.347193,2024-06-28 10:29:26.347193,529,1,3,4,0.9705683390793274,4,evening,0
0.5587268553169047,survey response required,survey response required,.png,1,0.7354200299332876,0.7106832778283827,8,0,2024-03-19 13:43:14.566276,2024-03-26 13:43:14.566276,317,0,25,1,0.4274141289652654,1,evening,0
0.49937354651753907,account update,feedback requested,.doc,0,0.9867910707673276,0.2573176839850536,1,0,2024-02-29 14:48:57.221819,2024-06-05 14:48:57.221819,637,0,13,9,0.43386619231485013,2,morning,0
0.2454987420745326,delivery confirmation,attached file,.jpg,1,0.5316106288464335,0.9376018652583972,6,0,2023-05-31 23:57:40.926450,2023-06-22 23:57:40.926450,500,3,19,7,0.735394064469781,7,morning,0
0.6199628564065517,announcement,invitation,.png,1,0.41376802672386415,0.8445907470104956,6,0,2023-05-18 14:00:54.649183,2024-04-25 14:00:54.649183,304,1,2,1,0.15500982568159327,9,morning,0
0.5642299814244882,confirmation,welcome,.png,1,0.7552516471533754,0.40325026145815845,7,0,2023-04-23 00:55:46.826459,2024-02-21 00:55:46.826459,146,0,14,8,0.6122678073918447,8,evening,0
0.3494641918216743,invoice,announcement,.jpg,0,0.5515889405909072,0.15845781923731872,6,0,2024-02-06 11:38:28.480027,2024-03-15 11:38:28.480027,345,4,25,8,0.47576358816216757,2,afternoon,0
0.15336441175721693,report,welcome,.png,0,0.3924972644655601,0.3285926408690071,1,0,2023-06-15 04:35:14.980387,2023-10-13 04:35:14.980387,592,3,21,2,0.14603501775129524,7,evening,0
0.12061703637209853,immediate action needed,click here,.zip,0,0.11706711223543376,0.31588190150371986,3,0,2023-08-12 05:50:42.490524,2023-12-11 05:50:42.490524,77,0,24,2,0.6267700389493867,5,evening,1
0.45644891471368076,immediate action needed,immediate action needed,.exe,1,0.12554612601159387,0.4080460936138379,1,0,2024-04-03 09:55:17.486544,2025-01-20 09:55:17.486544,416,2,8,1,0.5870633534113028,2,afternoon,1
0.15312670152815622,confirm your identity,account locked,.exe,0,0.34629602326281517,0.07347558424430312,7,0,2023-05-02 23:10:55.062745,2023-07-04 23:10:55.062745,218,3,12,8,0.8345853157588874,7,morning,1
0.8891850982155961,account suspension,action required,.dll,0,0.9627444460804879,0.06911558639785287,8,0,2023-05-26 11:46:19.207540,2023-06-12 11:46:19.207540,406,2,26,6,0.18864192773533595,4,evening,1
0.17572850631896164,survey response required,feedback request,.pdf,1,0.48331548697376303,0.5604195499656839,9,0,2023-07-26 20:44:03.021674,2024-03-10 20:44:03.021674,861,3,17,4,0.12151469323378283,1,morning,0
0.6478253860710341,meeting,feedback requested,.txt,0,0.32070220303216246,0.6644960997653421,5,0,2023-11-17 15:06:29.147000,2024-07-06 15:06:29.147000,54,2,15,8,0.9886768553626701,5,evening,0
0.8679120900822983,feedback requested,report,.txt,0,0.7441450066250618,0.9716063551581272,8,0,2024-03-26 21:39:01.715882,2024-05-18 21:39:01.715882,926,3,6,3,0.8499000249044465,7,evening,0
0.25553571803429864,confirmation,account update,.pdf,0,0.6750395687519982,0.9367003453165628,4,0,2024-01-09 08:49:35.452041,2024-07-15 08:49:35.452041,866,1,9,7,0.6938195195773145,4,afternoon,0
0.5762849154093391,feedback requested,welcome,.txt,0,0.9098932707752324,0.17237305355895605,3,0,2023-10-13 20:18:53.416814,2023-11-12 20:18:53.416814,91,3,4,7,0.6027332053732771,4,afternoon,0
0.04652560390495886,confirmation,report,.txt,1,0.8659976440298986,0.7042747878062903,3,0,2023-08-16 23:47:15.840504,2024-07-10 23:47:15.840504,493,3,28,2,0.5904729651228372,5,afternoon,0
0.5616430790352607,subscription update,details attached,.jpg,1,0.31626939442868485,0.012841681247993453,9,0,2023-06-23 04:15:48.867573,2023-12-20 04:15:48.867573,524,0,28,1,0.21678953087127673,4,afternoon,0
0.9479810692991495,subscription update,announcement,.png,1,0.47255849041371634,0.6890214170784398,8,0,2023-07-19 14:16:17.052544,2023-09-03 14:16:17.052544,716,1,24,2,0.5075408996431272,2,afternoon,0
0.8133569821853849,report,thank you,.pdf,0,0.45472456642354653,0.9741157900438626,2,0,2023-10-13 08:36:19.903171,2024-06-29 08:36:19.903171,518,0,9,3,0.9253173164979301,4,afternoon,0
0.08636400978993086,feedback request,subscription update,.jpg,1,0.8823938156823692,0.669918262162894,7,0,2023-04-22 06:39:00.266368,2023-09-12 06:39:00.266368,276,1,29,6,0.4041613239630064,7,evening,0
0.5040955565220687,urgent,immediate action needed,.zip,0,0.27337739367230784,0.25273354104410806,6,0,2024-01-29 15:56:57.665591,2024-09-16 15:56:57.665591,919,4,29,3,0.13137133569498594,9,afternoon,1
0.12317292812349134,unauthorized access,immediate action needed,.exe,0,0.06825140005878838,0.35203911696514234,5,0,2023-05-07 07:47:06.010574,2023-05-24 07:47:06.010574,310,0,24,5,0.12240114939494606,2,evening,1
0.8320476594306232,action required,unauthorized access,.zip,1,0.11966324349656898,0.289676934839156,4,0,2023-10-10 10:00:49.748433,2024-06-13 10:00:49.748433,255,2,23,4,0.022992871235039347,3,morning,1
0.4960765790927747,details attached,account update,.pdf,1,0.5776221147790996,0.45514862262242317,6,0,2024-01-14 11:55:13.867951,2024-12-28 11:55:13.867951,763,4,14,5,0.8771828527427867,8,morning,0
0.016815580513040995,confirm your identity,confirm your identity,.js,0,0.37076919054516777,0.6826638370205114,9,0,2024-01-11 08:18:04.828867,2024-02-25 08:18:04.828867,903,3,12,9,0.15541803377880437,2,evening,1
0.6084418815215129,account suspension,suspicious activity detected,.exe,1,0.03533456049768968,0.316187916606558,8,0,2023-05-30 16:59:51.408701,2023-11-29 16:59:51.408701,906,3,18,8,0.435108563863558,3,afternoon,1
0.7763550083073073,immediate action needed,account suspension,.zip,0,0.25059693628552737,0.19277567074201474,7,0,2023-11-02 02:57:58.358759,2024-09-04 02:57:58.358759,429,2,7,4,0.4764410869327613,3,evening,1
0.958647465607996,invitation,invitation,.png,1,0.6444415017666246,0.3687623445777197,9,0,2024-02-05 18:02:37.400697,2024-11-30 18:02:37.400697,376,3,4,5,0.30568106579237253,4,afternoon,0
0.3989068711090411,urgent,important notice,.dll,1,0.2462938932173675,0.07020382921571566,5,0,2024-02-11 16:16:29.297760,2024-03-22 16:16:29.297760,786,2,22,3,0.10717560246110669,8,afternoon,1
0.6951874003512047,meeting,feedback request,.jpg,1,0.147534187194178,0.19746705471913795,4,0,2023-08-21 17:43:15.208957,2023-10-29 17:43:15.208957,535,3,12,4,0.9467741290807098,6,afternoon,0
0.39536715856083016,delivery confirmation,survey response required,.txt,1,0.01630721480134356,0.28061255750498193,7,0,2024-03-23 02:30:39.505191,2025-01-10 02:30:39.505191,651,2,12,4,0.7259641372609434,1,afternoon,0
0.7103782229519141,survey response required,announcement,.jpg,1,0.9762849376630315,0.7740914428723846,8,0,2023-08-15 12:26:10.556602,2024-07-19 12:26:10.556602,258,1,3,8,0.3176772833132345,4,afternoon,0
0.12551605760210904,confirm your identity,confirm your identity,.js,0,0.014626173598907277,0.06599066424976552,4,0,2024-01-31 21:28:26.880214,2024-10-08 21:28:26.880214,583,4,3,4,0.035846334812649094,4,evening,1
0.1234722750909335,feedback requested,details attached,.jpg,1,0.1756653991191126,0.7579923612809474,5,0,2023-06-17 13:29:41.147080,2023-12-20 13:29:41.147080,477,4,22,1,0.8059152683201759,4,evening,0
0.9696719776218421,security alert,security alert,.dll,0,0.09403494410004953,0.5813390666112663,8,0,2024-03-02 00:53:27.363167,2024-06-18 00:53:27.363167,701,4,18,2,0.4589272696199733,1,afternoon,1
0.914360504824027,suspicious activity detected,suspicious activity detected,.js,1,0.7101014953429495,0.7188045526080045,4,0,2023-07-16 13:29:11.953504,2023-09-29 13:29:11.953504,54,1,14,3,0.8122552505500773,1,afternoon,1
0.6576776757427786,feedback requested,newsletter,.jpg,0,0.2624337478636649,0.07000733789369451,1,0,2024-02-10 02:38:20.523718,2024-06-26 02:38:20.523718,486,2,26,5,0.49806373629340417,4,evening,0
0.17781332770099456,account update,report,.jpg,1,0.19771191180747882,0.7182002966623757,4,0,2024-02-02 09:04:20.255145,2024-05-24 09:04:20.255145,135,1,1,9,0.5293722477204132,5,afternoon,0
0.3086043951325962,account locked,unauthorized access,.js,0,0.6776647726617091,0.9070637450718121,2,0,2023-05-31 20:09:58.090997,2023-12-18 20:09:58.090997,443,1,22,9,0.579300445300985,4,evening,1
0.23268269540283582,payment verification required,click here,.zip,0,0.16430997513752543,0.686762808805685,7,0,2023-06-21 16:48:41.900238,2024-05-04 16:48:41.900238,758,2,25,2,0.7894203583795069,3,afternoon,1
0.42813013742574824,immediate action needed,security alert,.zip,0,0.7634358468287956,0.1394899780751494,5,0,2023-09-13 17:36:37.242708,2023-11-28 17:36:37.242708,898,2,18,7,0.8783712133400562,8,morning,1
0.0765573787094197,password reset,payment verification required,.js,0,0.7753687299199629,0.13684845414275115,6,0,2024-02-26 23:46:51.195842,2024-05-01 23:46:51.195842,270,0,27,3,0.8183880573938551,7,afternoon,1
0.8777283226408188,your account has been compromised,click here,.exe,0,0.41798733240009167,0.1040106881928401,1,0,2023-12-22 18:32:04.299802,2024-06-30 18:32:04.299802,548,4,12,6,0.11313898923512367,5,evening,1
0.9698537775630756,feedback request,invitation,.jpg,1,0.842766476077144,0.897031714633165,9,0,2023-07-04 14:23:17.931931,2023-11-05 14:23:17.931931,478,2,24,7,0.2417892042810692,6,afternoon,0
0.5773718370168642,please find attached,meeting,.doc,0,0.026594436157945545,0.04667958934995886,3,0,2024-02-06 16:46:06.558603,2024-12-16 16:46:06.558603,448,3,27,9,0.16610601061859753,2,evening,0
0.18776413476159337,thank you,invitation,.png,1,0.005264753048122572,0.7201169319150359,3,0,2024-02-21 18:09:45.558600,2024-09-21 18:09:45.558600,497,2,18,4,0.9397958716797632,4,afternoon,0
0.6470473821170701,announcement,details attached,.png,0,0.48890545541892727,0.26119837622161657,5,0,2024-03-02 03:49:32.280686,2024-03-10 03:49:32.280686,896,3,28,4,0.3391055172640448,9,morning,0
0.01664559684570477,action required,password reset,.dll,1,0.10149565609071354,0.70099086910013,3,0,2023-08-14 10:04:06.858088,2023-11-23 10:04:06.858088,439,0,16,1,0.2729407624864004,7,morning,1
0.49831341196077017,important notice,action required,.zip,0,0.9474996259823576,0.7688247593726172,2,0,2023-07-10 12:32:02.919969,2023-08-19 12:32:02.919969,147,4,12,2,0.2098092164731944,3,evening,1
0.957453714137599,invoice,please find attached,.jpg,0,0.6894014234932015,0.5741971657208277,3,0,2023-11-22 05:09:16.006839,2024-04-29 05:09:16.006839,398,0,22,4,0.54204857986427,7,afternoon,0
0.9701655558029871,thank you,feedback request,.txt,0,0.20459601354454704,0.49317015150916466,8,0,2024-03-17 01:51:28.636431,2024-08-01 01:51:28.636431,710,0,29,3,0.22359387971647637,2,afternoon,0
0.06776729666210812,please find attached,details attached,.jpg,0,0.8770789669087355,0.6214794154579444,1,0,2024-01-19 12:17:09.972919,2024-04-12 12:17:09.972919,263,2,20,7,0.4899706289752114,1,afternoon,0
0.4013653522104659,security alert,suspicious activity detected,.exe,1,0.8147190701271573,0.6732239905474201,6,0,2023-05-29 14:13:40.928799,2024-05-21 14:13:40.928799,543,4,4,6,0.27171500236660917,5,afternoon,1
0.5814202712713985,confirmation,thank you,.jpg,0,0.5798777021817444,0.31416297351272404,8,0,2023-05-21 07:44:15.307731,2023-08-10 07:44:15.307731,749,2,28,2,0.16969942456080467,7,evening,0
0.05743090779427318,important notice,unauthorized access,.zip,1,0.10041316824839919,0.8884543637130525,5,0,2023-07-13 16:24:05.498318,2024-01-06 16:24:05.498318,141,0,14,6,0.8475104307283129,5,morning,1
0.3490966154121493,payment verification required,account suspension,.exe,0,0.20659051775597126,0.4045291394398268,2,0,2023-08-14 02:45:56.588206,2023-09-27 02:45:56.588206,722,2,9,1,0.6175639602313402,8,afternoon,1
0.47699886021147,account locked,verify your account,.dll,1,0.6593051162834481,0.05041631438981997,8,0,2023-12-14 09:56:52.828586,2024-12-05 09:56:52.828586,382,1,18,9,0.7220292249265344,9,morning,1
0.7642023137730974,attached file,delivery confirmation,.txt,1,0.5354135106103961,0.6288327841127975,5,0,2023-07-22 11:47:54.796749,2024-07-20 11:47:54.796749,163,2,14,2,0.0465796151943062,4,afternoon,0
0.5413121279094463,report,subscription update,.pdf,1,0.8605991136148123,0.31109155832216717,6,0,2023-06-16 10:10:59.405543,2023-10-13 10:10:59.405543,564,1,14,4,0.10191132064631803,4,afternoon,0
0.9813957568112689,urgent,account locked,.js,1,0.9956385945899819,0.7118346021931586,8,0,2023-10-20 13:15:53.679817,2023-12-08 13:15:53.679817,852,4,23,5,0.1774000691769404,9,evening,1
0.8621736752079169,verify your account,urgent,.zip,0,0.13206331026996077,0.5889741776163567,9,0,2023-10-11 05:22:55.156415,2024-04-25 05:22:55.156415,385,0,21,1,0.19483460095194216,9,evening,1
0.1928228373222457,suspicious activity detected,immediate action needed,.dll,0,0.32132746370408183,0.042170784064003985,8,0,2024-01-06 18:51:35.594500,2024-10-30 18:51:35.594500,530,3,29,4,0.095254471057589,2,afternoon,1
0.7655374320083466,verify your account,your account has been compromised,.dll,0,0.43854203019138205,0.003947735719592171,7,0,2023-06-15 14:35:35.496440,2023-11-13 14:35:35.496440,907,3,28,8,0.5787747644431648,3,afternoon,1
0.12385522271637284,please find attached,survey response required,.doc,1,0.3735133623922673,0.5914267583205239,1,0,2024-02-19 12:04:33.991992,2024-08-19 12:04:33.991992,303,0,8,7,0.06255105527789728,9,afternoon,0
0.9287683168170876,password reset,password reset,.zip,1,0.6964524438732083,0.5008370040313234,7,0,2023-06-21 01:14:21.158214,2024-01-11 01:14:21.158214,574,1,22,6,0.6393540529391718,3,morning,1
0.11280240384070128,suspicious activity detected,your account has been compromised,.zip,0,0.6644973863202288,0.5387106967096245,4,0,2024-02-23 04:42:02.746745,2024-09-13 04:42:02.746745,489,1,18,7,0.8650309474744341,6,morning,1
0.17130778062781915,password reset,unauthorized access,.zip,1,0.552524587210826,0.27262814650361644,6,0,2023-12-08 10:14:35.197171,2024-07-02 10:14:35.197171,412,3,8,2,0.3291953164704299,3,afternoon,1
0.2344121347668071,suspicious activity detected,verify your account,.dll,1,0.6780735369890439,0.7539037592752773,4,0,2023-06-25 06:15:40.806893,2023-07-28 06:15:40.806893,567,1,10,3,0.25294277169111423,7,evening,1
0.2410887583798894,delivery confirmation,survey response required,.jpg,0,0.005613909708053089,0.815698658139607,4,0,2024-02-15 23:58:43.495958,2024-07-30 23:58:43.495958,463,2,23,2,0.5024117891592333,5,morning,0
0.720192550825163,your account has been compromised,unauthorized access,.exe,0,0.40931421129109724,0.6630247078071317,8,0,2024-01-22 17:56:56.167020,2024-03-25 17:56:56.167020,359,1,29,7,0.36523408833801396,3,afternoon,1
0.11419610040562023,confirmation,welcome,.txt,1,0.47900602797444536,0.001721680367036682,6,0,2023-08-04 14:10:10.012422,2023-10-22 14:10:10.012422,893,1,26,8,0.13030691333606825,9,morning,0
0.12134099414002575,important notice,urgent,.dll,0,0.9577304695292201,0.5463499641407608,8,0,2024-01-17 05:04:25.837453,2024-12-12 05:04:25.837453,704,0,6,2,0.5574913820450477,4,morning,1
0.6850802300249035,important notice,account suspension,.exe,1,0.3490895852422433,0.7565670129265492,9,0,2023-07-15 11:04:08.624104,2024-03-06 11:04:08.624104,524,2,1,9,0.8084262221366829,3,morning,1
0.46948415506268515,click here,urgent,.dll,0,0.7661577098886855,0.11641016055594744,5,0,2024-01-02 11:24:23.904613,2024-08-09 11:24:23.904613,152,1,4,6,0.597598321786518,8,afternoon,1
0.44127846417590666,confirmation,survey response required,.txt,0,0.9149229629163492,0.07339608487584393,8,0,2023-05-25 19:35:45.373310,2023-09-11 19:35:45.373310,597,1,15,7,0.05376089402169204,5,morning,0
0.4558448079501415,verify your account,payment verification required,.js,0,0.5714622593103758,0.24706420323986744,4,0,2023-12-20 00:20:38.948908,2023-12-28 00:20:38.948908,709,2,4,7,0.39582738169113496,3,evening,1
0.7639821554558728,account suspension,unauthorized access,.exe,1,0.040156896127105934,0.03896403853415353,3,0,2023-09-05 10:00:16.756294,2024-03-17 10:00:16.756294,831,2,9,1,0.6373529319104377,6,afternoon,1
0.9409796681785184,please find attached,confirmation,.jpg,0,0.035882733529483124,0.7001106248255909,2,0,2024-01-31 09:37:28.526419,2024-07-13 09:37:28.526419,540,1,3,1,0.03323267842091693,6,evening,0
0.5566542624019204,welcome,feedback requested,.doc,1,0.8673312115534448,0.7385719378523442,8,0,2023-10-27 02:03:40.800903,2024-02-08 02:03:40.800903,577,0,18,3,0.3122388816485302,2,afternoon,0
0.38502560085762916,action required,payment verification required,.js,0,0.7952218182328021,0.9480094612062612,1,0,2023-08-09 17:49:15.954611,2023-08-16 17:49:15.954611,431,2,18,7,0.8631059440328963,8,morning,1
